timestamp,ward_id,pm2_5,pm10,co_level,no2_level,wind_speed
2026-02-20 07:00:00,Noida_Sector_62,121.78,222.14,2.15,44.73,7.21
2026-02-20 08:00:00,Noida_Sector_62,100.1,181.35,1.45,26.67,8.68
2026-02-20 09:00:00,Noida_Sector_62,105.64,203.38,0.88,37.53,13.11
2026-02-20 10:00:00,Noida_Sector_62,86.76,175.86,1.6,19.93,9.79
2026-02-20 11:00:00,Noida_Sector_62,77.7,153.42,1.61,31.09,8.84
2026-02-20 12:00:00,Noida_Sector_62,75.03,139.55,1.47,36.46,9.4
2026-02-20 13:00:00,Noida_Sector_62,78.72,164.9,1.11,24.53,13.41
2026-02-20 14:00:00,Noida_Sector_62,90.14,159.93,1.35,37.94,13.5
2026-02-20 15:00:00,Noida_Sector_62,89.6,174.51,1.29,28.68,11.3
2026-02-20 16:00:00,Noida_Sector_62,80.92,158.87,2.06,42.68,8.2
2026-02-20 17:00:00,Noida_Sector_62,76.37,151.74,1.25,31.58,5.56
2026-02-20 18:00:00,Noida_Sector_62,62.55,136.93,1.68,42.18,9.08
2026-02-20 19:00:00,Noida_Sector_62,74.86,139.88,1.09,30.97,6.62
2026-02-20 20:00:00,Noida_Sector_62,98.65,194.95,1.52,46.55,4.96
2026-02-20 21:00:00,Noida_Sector_62,69.75,142.53,1.34,44.79,5.01
2026-02-20 22:00:00,Noida_Sector_62,89.85,166.11,1.92,54.29,5.26
2026-02-20 23:00:00,Noida_Sector_62,91.87,178.34,1.22,38.99,6.2
2026-02-21 00:00:00,Noida_Sector_62,78.17,148.55,1.53,32.89,11.03
2026-02-21 01:00:00,Noida_Sector_62,98.8,192.34,1.79,19.84,5.96
2026-02-21 02:00:00,Noida_Sector_62,81.26,157.15,1.37,45.28,6.12
2026-02-21 03:00:00,Noida_Sector_62,70.8,138.95,1.65,53.64,8.78
2026-02-21 04:00:00,Noida_Sector_62,84.83,171.99,0.95,32.51,15.23
2026-02-21 05:00:00,Noida_Sector_62,109.84,209.88,1.89,46.28,8.25
2026-02-21 06:00:00,Noida_Sector_62,55.36,120.86,1.19,29.52,6.89
2026-02-21 07:00:00,Noida_Sector_62,57.53,124.09,1.56,34.63,15.75
2026-02-21 08:00:00,Noida_Sector_62,102.23,185.27,1.57,30.66,17.34
2026-02-21 09:00:00,Noida_Sector_62,104.16,198.9,1.43,39.53,4.7
2026-02-21 10:00:00,Noida_Sector_62,97.19,184.44,2.06,52.39,10.14
2026-02-21 11:00:00,Noida_Sector_62,87.2,161.23,1.55,33.0,5.23
2026-02-21 12:00:00,Noida_Sector_62,90.08,180.97,1.39,42.65,6.37
2026-02-21 13:00:00,Noida_Sector_62,105.65,203.48,1.37,27.79,13.38
2026-02-21 14:00:00,Noida_Sector_62,110.07,204.34,1.56,35.22,10.62
2026-02-21 15:00:00,Noida_Sector_62,82.74,157.78,1.55,30.42,11.66
2026-02-21 16:00:00,Noida_Sector_62,85.48,157.05,1.83,43.73,13.58
2026-02-21 17:00:00,Noida_Sector_62,90.93,185.75,2.13,42.12,11.03
2026-02-21 18:00:00,Noida_Sector_62,57.84,113.98,1.79,49.22,5.58
2026-02-21 19:00:00,Noida_Sector_62,92.93,178.52,1.87,54.12,11.03
2026-02-21 20:00:00,Noida_Sector_62,115.64,215.52,1.13,28.22,8.08
2026-02-21 21:00:00,Noida_Sector_62,95.25,175.27,1.22,40.09,4.7
2026-02-21 22:00:00,Noida_Sector_62,96.62,180.57,1.44,31.57,4.6
2026-02-21 23:00:00,Noida_Sector_62,61.06,130.42,1.24,43.0,12.12
2026-02-22 00:00:00,Noida_Sector_62,85.14,168.05,1.71,26.89,12.61
2026-02-22 01:00:00,Noida_Sector_62,72.7,153.22,2.2,34.1,11.78
2026-02-22 02:00:00,Noida_Sector_62,91.2,160.8,1.15,34.07,14.81
2026-02-22 03:00:00,Noida_Sector_62,81.98,151.73,1.15,43.44,7.69
2026-02-22 04:00:00,Noida_Sector_62,91.87,180.12,2.06,39.12,9.27
2026-02-22 05:00:00,Noida_Sector_62,92.44,171.53,1.64,43.14,11.13
2026-02-22 06:00:00,Noida_Sector_62,90.57,174.32,1.61,31.14,7.56
2026-02-22 07:00:00,Noida_Sector_62,96.58,187.21,1.3,36.54,10.4
2026-02-22 08:00:00,Noida_Sector_62,57.93,124.73,0.86,41.36,10.48
2026-02-22 09:00:00,Noida_Sector_62,110.06,209.43,1.5,42.68,14.4
2026-02-22 10:00:00,Noida_Sector_62,101.57,202.82,1.84,30.95,9.67
2026-02-22 11:00:00,Noida_Sector_62,66.06,133.56,1.28,48.64,7.99
2026-02-22 12:00:00,Noida_Sector_62,102.59,201.21,1.88,46.82,5.54
2026-02-22 13:00:00,Noida_Sector_62,99.51,186.65,1.37,37.78,10.72
2026-02-22 14:00:00,Noida_Sector_62,87.11,171.09,1.73,20.29,9.94
2026-02-22 15:00:00,Noida_Sector_62,91.22,167.62,1.91,53.96,10.87
2026-02-22 16:00:00,Noida_Sector_62,77.47,171.89,1.74,34.76,6.8
2026-02-22 17:00:00,Noida_Sector_62,90.47,180.42,1.94,26.72,9.54
2026-02-22 18:00:00,Noida_Sector_62,117.79,219.12,1.4,42.72,10.84
2026-02-22 19:00:00,Noida_Sector_62,80.19,158.54,2.08,37.09,8.42
2026-02-22 20:00:00,Noida_Sector_62,76.0,131.96,1.43,34.42,11.76
2026-02-22 21:00:00,Noida_Sector_62,123.4,230.36,1.55,47.41,10.36
2026-02-22 22:00:00,Noida_Sector_62,98.71,183.34,2.3,20.82,11.19
2026-02-22 23:00:00,Noida_Sector_62,86.65,168.52,1.29,41.2,4.93
2026-02-23 00:00:00,Noida_Sector_62,90.96,179.03,1.6,40.59,7.91
2026-02-23 01:00:00,Noida_Sector_62,86.82,173.4,1.94,35.22,13.53
2026-02-23 02:00:00,Noida_Sector_62,86.77,167.82,1.43,41.13,13.26
2026-02-23 03:00:00,Noida_Sector_62,79.69,176.3,1.07,59.07,5.13
2026-02-23 04:00:00,Noida_Sector_62,69.22,137.36,1.33,64.98,6.53
2026-02-23 05:00:00,Noida_Sector_62,50.33,114.36,1.54,26.42,10.96
2026-02-23 06:00:00,Noida_Sector_62,87.66,169.29,1.56,27.27,9.03
2026-02-23 07:00:00,Noida_Sector_62,76.9,154.25,0.94,27.54,5.05
2026-02-23 08:00:00,Noida_Sector_62,60.76,129.03,1.03,51.47,11.41
2026-02-23 09:00:00,Noida_Sector_62,70.07,139.07,1.61,51.55,11.35
2026-02-23 10:00:00,Noida_Sector_62,85.89,163.31,1.28,36.19,4.12
2026-02-23 11:00:00,Noida_Sector_62,71.85,155.05,1.42,33.19,11.78
2026-02-23 12:00:00,Noida_Sector_62,73.42,152.36,1.76,55.68,10.64
2026-02-23 13:00:00,Noida_Sector_62,87.7,163.44,1.08,37.89,12.03
2026-02-23 14:00:00,Noida_Sector_62,96.25,208.09,1.72,35.23,9.86
2026-02-23 15:00:00,Noida_Sector_62,62.78,145.19,2.27,37.83,6.53
2026-02-23 16:00:00,Noida_Sector_62,75.39,154.14,1.61,28.14,7.17
2026-02-23 17:00:00,Noida_Sector_62,83.28,155.56,1.76,41.38,1.64
2026-02-23 18:00:00,Noida_Sector_62,103.53,193.69,1.78,32.56,13.63
2026-02-23 19:00:00,Noida_Sector_62,97.85,178.87,0.92,22.12,10.25
2026-02-23 20:00:00,Noida_Sector_62,75.1,151.32,1.1,38.12,14.55
2026-02-23 21:00:00,Noida_Sector_62,63.38,141.32,1.66,46.94,9.7
2026-02-23 22:00:00,Noida_Sector_62,94.39,178.34,1.42,45.64,9.76
2026-02-23 23:00:00,Noida_Sector_62,77.69,146.39,2.11,41.74,6.91
2026-02-24 00:00:00,Noida_Sector_62,98.17,194.85,1.74,32.84,10.85
2026-02-24 01:00:00,Noida_Sector_62,85.04,175.6,1.01,39.04,12.3
2026-02-24 02:00:00,Noida_Sector_62,78.02,148.73,2.09,46.94,5.17
2026-02-24 03:00:00,Noida_Sector_62,96.94,175.48,2.26,42.89,7.55
2026-02-24 04:00:00,Noida_Sector_62,47.89,107.3,1.99,35.49,11.38
2026-02-24 05:00:00,Noida_Sector_62,112.14,214.49,0.63,61.74,10.45
2026-02-24 06:00:00,Noida_Sector_62,72.94,140.55,1.71,25.93,15.7
2026-02-24 07:00:00,Noida_Sector_62,85.94,168.16,1.1,54.37,9.48
2026-02-24 08:00:00,Noida_Sector_62,102.87,190.22,1.15,40.72,9.48
2026-02-24 09:00:00,Noida_Sector_62,92.69,178.55,1.78,46.66,8.98
2026-02-24 10:00:00,Noida_Sector_62,86.09,192.04,1.13,55.86,10.24
2026-02-24 11:00:00,Noida_Sector_62,71.52,131.79,0.65,48.22,7.8
2026-02-24 12:00:00,Noida_Sector_62,98.32,201.47,1.55,43.68,12.51
2026-02-24 13:00:00,Noida_Sector_62,115.86,226.45,2.16,24.74,7.58
2026-02-24 14:00:00,Noida_Sector_62,75.81,148.66,1.77,37.95,13.71
2026-02-24 15:00:00,Noida_Sector_62,72.9,157.05,1.14,47.79,13.5
2026-02-24 16:00:00,Noida_Sector_62,67.52,136.77,1.05,30.1,8.54
2026-02-24 17:00:00,Noida_Sector_62,117.67,213.05,0.99,57.22,11.95
2026-02-24 18:00:00,Noida_Sector_62,63.63,142.22,1.46,50.54,9.39
2026-02-24 19:00:00,Noida_Sector_62,100.64,196.35,1.61,37.58,8.89
2026-02-24 20:00:00,Noida_Sector_62,86.8,164.93,1.41,33.35,7.19
2026-02-24 21:00:00,Noida_Sector_62,63.53,120.15,1.03,32.21,13.77
2026-02-24 22:00:00,Noida_Sector_62,72.81,152.28,1.94,29.16,12.07
2026-02-24 23:00:00,Noida_Sector_62,92.48,171.16,1.85,46.88,3.11
2026-02-25 00:00:00,Noida_Sector_62,107.81,203.87,2.02,50.31,13.03
2026-02-25 01:00:00,Noida_Sector_62,96.54,195.13,1.49,49.07,17.2
2026-02-25 02:00:00,Noida_Sector_62,95.82,198.01,1.06,47.61,6.94
2026-02-25 03:00:00,Noida_Sector_62,98.8,186.68,1.53,34.88,12.14
2026-02-25 04:00:00,Noida_Sector_62,64.0,131.13,1.25,28.58,5.56
2026-02-25 05:00:00,Noida_Sector_62,73.56,155.67,1.49,53.82,5.37
2026-02-25 06:00:00,Noida_Sector_62,81.43,152.67,1.13,57.35,9.17
2026-02-25 07:00:00,Noida_Sector_62,68.74,140.12,1.62,31.4,10.75
2026-02-25 08:00:00,Noida_Sector_62,98.71,186.87,1.52,53.69,11.2
2026-02-25 09:00:00,Noida_Sector_62,93.7,172.54,1.52,29.82,11.63
2026-02-25 10:00:00,Noida_Sector_62,90.73,176.36,1.66,53.1,15.34
2026-02-25 11:00:00,Noida_Sector_62,70.5,142.75,0.91,52.8,9.2
2026-02-25 12:00:00,Noida_Sector_62,66.75,126.9,0.72,50.69,11.44
2026-02-25 13:00:00,Noida_Sector_62,102.02,184.21,0.65,45.92,6.25
2026-02-25 14:00:00,Noida_Sector_62,82.45,155.34,1.65,33.94,11.8
2026-02-25 15:00:00,Noida_Sector_62,101.86,181.22,1.16,48.68,10.08
2026-02-25 16:00:00,Noida_Sector_62,97.23,191.02,1.17,35.22,14.01
2026-02-25 17:00:00,Noida_Sector_62,60.78,131.33,1.48,35.43,14.63
2026-02-25 18:00:00,Noida_Sector_62,88.58,177.13,0.89,46.79,13.78
2026-02-25 19:00:00,Noida_Sector_62,94.28,171.95,1.29,48.39,3.67
2026-02-25 20:00:00,Noida_Sector_62,85.52,168.01,1.21,45.13,7.21
2026-02-25 21:00:00,Noida_Sector_62,86.82,166.27,1.55,33.74,7.99
2026-02-25 22:00:00,Noida_Sector_62,89.57,173.29,1.11,37.38,11.83
2026-02-25 23:00:00,Noida_Sector_62,78.33,157.34,1.68,51.51,11.75
2026-02-26 00:00:00,Noida_Sector_62,101.38,199.88,1.34,42.84,8.32
2026-02-26 01:00:00,Noida_Sector_62,80.88,151.07,1.57,48.45,10.36
2026-02-26 02:00:00,Noida_Sector_62,78.48,154.15,1.46,51.84,6.36
2026-02-26 03:00:00,Noida_Sector_62,90.61,157.71,1.59,44.44,3.56
2026-02-26 04:00:00,Noida_Sector_62,85.63,159.02,0.82,40.47,9.36
2026-02-26 05:00:00,Noida_Sector_62,81.62,156.78,1.59,40.62,8.66
2026-02-26 06:00:00,Noida_Sector_62,92.12,170.83,1.11,42.01,13.81
2026-02-26 07:00:00,Noida_Sector_62,65.64,133.73,1.34,39.4,14.99
2026-02-26 08:00:00,Noida_Sector_62,65.87,130.27,1.72,54.94,6.53
2026-02-26 09:00:00,Noida_Sector_62,71.74,144.46,0.97,43.0,11.93
2026-02-26 10:00:00,Noida_Sector_62,86.38,172.66,1.75,44.23,2.21
2026-02-26 11:00:00,Noida_Sector_62,70.41,136.34,0.8,50.43,10.38
2026-02-26 12:00:00,Noida_Sector_62,96.95,190.71,1.54,50.26,13.99
2026-02-26 13:00:00,Noida_Sector_62,92.29,177.04,1.52,45.65,11.48
2026-02-26 14:00:00,Noida_Sector_62,64.14,133.05,0.64,52.24,5.33
2026-02-26 15:00:00,Noida_Sector_62,63.93,140.9,1.33,28.45,7.06
2026-02-26 16:00:00,Noida_Sector_62,92.96,163.97,1.84,34.34,9.19
2026-02-26 17:00:00,Noida_Sector_62,85.1,176.47,2.03,55.97,11.96
2026-02-26 18:00:00,Noida_Sector_62,91.54,180.62,2.21,44.77,10.92
2026-02-26 19:00:00,Noida_Sector_62,77.98,138.86,1.67,47.77,5.02
2026-02-26 20:00:00,Noida_Sector_62,94.1,193.78,1.84,34.51,8.68
2026-02-26 21:00:00,Noida_Sector_62,91.09,185.1,0.99,43.54,6.19
2026-02-26 22:00:00,Noida_Sector_62,75.08,145.12,1.14,45.89,9.95
2026-02-26 23:00:00,Noida_Sector_62,87.58,175.44,1.86,46.25,6.45
2026-02-27 00:00:00,Noida_Sector_62,87.1,166.95,0.72,23.06,8.73
2026-02-27 01:00:00,Noida_Sector_62,77.19,148.34,1.06,29.49,10.6
2026-02-27 02:00:00,Noida_Sector_62,86.52,175.88,2.26,35.67,15.63
2026-02-27 03:00:00,Noida_Sector_62,61.83,133.05,1.08,14.82,8.27
2026-02-27 04:00:00,Noida_Sector_62,89.16,170.86,1.74,33.62,12.88
2026-02-27 05:00:00,Noida_Sector_62,117.55,228.39,0.97,25.59,11.47
2026-02-27 06:00:00,Noida_Sector_62,70.07,131.43,1.48,33.94,12.58
2026-02-27 07:00:00,Noida_Sector_62,78.82,160.16,0.98,33.55,9.72
2026-02-27 08:00:00,Noida_Sector_62,105.09,194.05,1.47,33.56,12.32
2026-02-27 09:00:00,Noida_Sector_62,83.6,165.17,1.43,47.16,4.27
2026-02-27 10:00:00,Noida_Sector_62,119.06,205.76,2.27,35.29,10.47
2026-02-27 11:00:00,Noida_Sector_62,108.52,208.13,1.4,38.09,10.09
2026-02-27 12:00:00,Noida_Sector_62,85.54,165.48,1.05,44.71,6.72
2026-02-27 13:00:00,Noida_Sector_62,70.4,147.71,1.38,38.7,7.08
2026-02-27 14:00:00,Noida_Sector_62,79.9,149.22,1.91,45.88,10.56
2026-02-27 15:00:00,Noida_Sector_62,111.03,212.91,1.77,37.08,12.39
2026-02-27 16:00:00,Noida_Sector_62,84.43,169.16,1.9,58.66,9.97
2026-02-27 17:00:00,Noida_Sector_62,71.48,133.97,0.83,49.74,7.81
2026-02-27 18:00:00,Noida_Sector_62,70.61,134.53,1.15,43.1,10.93
2026-02-27 19:00:00,Noida_Sector_62,85.81,171.93,1.01,24.0,8.42
2026-02-27 20:00:00,Noida_Sector_62,75.82,140.72,0.6,46.72,7.3
2026-02-27 21:00:00,Noida_Sector_62,61.78,135.87,2.38,45.91,4.69
2026-02-27 22:00:00,Noida_Sector_62,98.09,192.57,0.77,46.06,12.92
2026-02-27 23:00:00,Noida_Sector_62,87.75,184.45,1.34,18.66,10.43
2026-02-28 00:00:00,Noida_Sector_62,95.56,197.16,1.63,40.31,7.86
2026-02-28 01:00:00,Noida_Sector_62,104.77,212.85,1.52,57.97,9.35
2026-02-28 02:00:00,Noida_Sector_62,89.33,169.31,1.56,26.42,9.15
2026-02-28 03:00:00,Noida_Sector_62,98.61,182.24,1.64,53.1,7.02
2026-02-28 04:00:00,Noida_Sector_62,89.81,177.56,1.54,37.14,10.78
2026-02-28 05:00:00,Noida_Sector_62,95.14,181.72,1.85,45.04,8.95
2026-02-28 06:00:00,Noida_Sector_62,85.4,147.58,1.97,21.98,12.25
2026-02-28 07:00:00,Noida_Sector_62,86.79,171.94,1.4,45.64,8.46
2026-02-28 08:00:00,Noida_Sector_62,69.03,133.01,1.26,20.85,5.52
2026-02-28 09:00:00,Noida_Sector_62,94.95,179.61,1.72,44.83,8.52
2026-02-28 10:00:00,Noida_Sector_62,96.93,174.85,1.28,50.48,9.55
2026-02-28 11:00:00,Noida_Sector_62,69.49,145.37,1.3,45.22,10.87
2026-02-28 12:00:00,Noida_Sector_62,76.34,150.66,1.36,26.42,9.1
2026-02-28 13:00:00,Noida_Sector_62,78.67,156.36,1.74,45.12,6.21
2026-02-28 14:00:00,Noida_Sector_62,86.59,180.47,1.06,46.08,11.17
2026-02-28 15:00:00,Noida_Sector_62,94.24,187.07,1.11,41.43,6.13
2026-02-28 16:00:00,Noida_Sector_62,74.3,145.62,1.71,37.56,6.27
2026-02-28 17:00:00,Noida_Sector_62,91.74,189.66,1.6,54.52,10.1
2026-02-28 18:00:00,Noida_Sector_62,91.23,177.5,1.31,45.44,9.57
2026-02-28 19:00:00,Noida_Sector_62,70.49,131.23,1.29,45.22,10.5
2026-02-28 20:00:00,Noida_Sector_62,82.95,176.06,1.64,32.3,12.19
2026-02-28 21:00:00,Noida_Sector_62,111.95,199.79,1.99,30.98,11.29
2026-02-28 22:00:00,Noida_Sector_62,83.3,159.47,2.24,40.01,8.47
2026-02-28 23:00:00,Noida_Sector_62,81.8,157.23,1.6,40.73,2.19
2026-03-01 00:00:00,Noida_Sector_62,75.07,140.54,1.36,40.79,13.66
2026-03-01 01:00:00,Noida_Sector_62,91.74,182.67,0.94,38.17,11.02
2026-03-01 02:00:00,Noida_Sector_62,89.35,167.34,2.22,48.89,7.2
2026-03-01 03:00:00,Noida_Sector_62,78.75,155.03,1.66,57.3,8.49
2026-03-01 04:00:00,Noida_Sector_62,70.53,150.76,1.03,22.51,15.85
2026-03-01 05:00:00,Noida_Sector_62,88.76,172.83,1.36,37.08,9.66
2026-03-01 06:00:00,Noida_Sector_62,79.35,151.8,1.31,40.03,9.77
2026-03-01 07:00:00,Noida_Sector_62,106.51,203.45,1.19,51.54,15.23
2026-03-01 08:00:00,Noida_Sector_62,58.59,126.99,0.77,36.11,10.59
2026-03-01 09:00:00,Noida_Sector_62,75.22,147.66,1.28,56.25,11.52
2026-03-01 10:00:00,Noida_Sector_62,95.13,174.8,0.88,44.85,10.62
2026-03-01 11:00:00,Noida_Sector_62,85.92,169.8,1.68,49.26,5.43
2026-03-01 12:00:00,Noida_Sector_62,81.49,165.92,1.39,55.13,13.29
2026-03-01 13:00:00,Noida_Sector_62,71.15,140.6,0.86,39.06,8.94
2026-03-01 14:00:00,Noida_Sector_62,90.43,192.07,1.04,33.14,9.67
2026-03-01 15:00:00,Noida_Sector_62,80.56,147.61,0.73,38.72,12.43
2026-03-01 16:00:00,Noida_Sector_62,79.09,154.13,1.45,42.28,11.89
2026-03-01 17:00:00,Noida_Sector_62,77.35,150.73,1.34,32.37,8.08
2026-03-01 18:00:00,Noida_Sector_62,103.4,199.87,1.42,22.41,9.13
2026-03-01 19:00:00,Noida_Sector_62,73.41,151.99,1.03,30.28,11.0
2026-03-01 20:00:00,Noida_Sector_62,77.81,162.98,1.46,47.07,14.02
2026-03-01 21:00:00,Noida_Sector_62,59.63,117.96,0.99,44.31,9.6
2026-03-01 22:00:00,Noida_Sector_62,104.7,191.35,1.47,48.86,11.28
2026-03-01 23:00:00,Noida_Sector_62,92.6,176.34,0.88,41.69,11.61
2026-03-02 00:00:00,Noida_Sector_62,82.44,154.73,0.99,21.77,7.34
2026-03-02 01:00:00,Noida_Sector_62,91.76,179.16,2.23,47.53,8.26
2026-03-02 02:00:00,Noida_Sector_62,75.41,151.12,2.37,51.02,7.05
2026-03-02 03:00:00,Noida_Sector_62,101.93,201.6,1.55,47.82,9.13
2026-03-02 04:00:00,Noida_Sector_62,94.15,188.91,2.24,37.11,11.52
2026-03-02 05:00:00,Noida_Sector_62,104.64,201.37,1.73,35.25,8.52
2026-03-02 06:00:00,Noida_Sector_62,88.86,169.04,1.84,43.22,10.73
2026-03-02 07:00:00,Noida_Sector_62,77.93,156.29,1.65,28.18,14.17
2026-03-02 08:00:00,Noida_Sector_62,97.77,177.8,2.09,55.67,4.59
2026-03-02 09:00:00,Noida_Sector_62,80.1,166.89,1.72,42.56,17.48
2026-03-02 10:00:00,Noida_Sector_62,96.85,177.39,1.14,42.3,11.36
2026-03-02 11:00:00,Noida_Sector_62,73.83,158.15,0.9,37.44,10.39
2026-03-02 12:00:00,Noida_Sector_62,70.78,142.14,1.87,30.62,10.94
2026-03-02 13:00:00,Noida_Sector_62,87.82,167.36,1.38,48.46,14.51
2026-03-02 14:00:00,Noida_Sector_62,74.2,156.26,1.48,36.63,11.72
2026-03-02 15:00:00,Noida_Sector_62,97.62,188.33,1.27,45.83,2.94
2026-03-02 16:00:00,Noida_Sector_62,75.42,151.22,1.63,50.41,10.26
2026-03-02 17:00:00,Noida_Sector_62,78.55,157.37,1.92,39.95,9.63
2026-03-02 18:00:00,Noida_Sector_62,83.97,164.29,1.08,44.09,15.28
2026-03-02 19:00:00,Noida_Sector_62,104.09,207.8,2.16,71.88,10.06
2026-03-02 20:00:00,Noida_Sector_62,84.3,169.99,1.3,46.29,9.01
2026-03-02 21:00:00,Noida_Sector_62,122.56,220.64,1.6,38.75,5.78
2026-03-02 22:00:00,Noida_Sector_62,76.13,139.99,1.23,32.41,10.91
2026-03-02 23:00:00,Noida_Sector_62,84.66,159.28,1.45,44.83,16.99
2026-03-03 00:00:00,Noida_Sector_62,96.87,183.4,2.15,47.15,9.89
2026-03-03 01:00:00,Noida_Sector_62,48.16,118.84,2.01,40.21,9.11
2026-03-03 02:00:00,Noida_Sector_62,62.23,121.16,1.11,49.11,10.63
2026-03-03 03:00:00,Noida_Sector_62,85.35,165.47,1.7,45.19,12.92
2026-03-03 04:00:00,Noida_Sector_62,74.93,138.4,1.33,39.21,12.37
